CN,AverageWeight,Year
84705000,8.0,2008
84705000,8.0,2009
84705000,8.0,2010
84705000,8.0,2011
84705000,8.0,2012
84705000,8.0,2013
84705000,8.0,2014
84709000,8.0,2008
84709000,8.0,2009
84709000,8.0,2010
84709000,8.0,2011
84709000,8.0,2012
84709000,8.0,2013
84709000,8.0,2014
85198155,1.6,2008
85198155,1.6,2009
85198155,1.6,2010
85198155,1.6,2011
85198155,1.6,2012
85198155,1.6,2013
85198155,1.6,2014
85198161,1.6,2008
85198161,1.6,2009
85198161,1.6,2010
85198161,1.6,2011
85198161,1.6,2012
85198161,1.6,2013
85198161,1.6,2014
85198165,1.6,2008
85198165,1.6,2009
85198165,1.6,2010
85198165,1.6,2011
85198165,1.6,2012
85198165,1.6,2013
85198165,1.6,2014
85198175,1.6,2008
85198175,1.6,2009
85198175,1.6,2010
85198175,1.6,2011
85198175,1.6,2012
85198175,1.6,2013
85198175,1.6,2014
85198181,1.6,2008
85198181,1.6,2009
85198181,1.6,2010
85198181,1.6,2011
85198181,1.6,2012
85198181,1.6,2013
85198181,1.6,2014
85198185,1.6,2008
85198185,1.6,2009
85198185,1.6,2010
85198185,1.6,2011
85198185,1.6,2012
85198185,1.6,2013
85198185,1.6,2014
85198990,1.6,2007
85198990,1.6,2008
85198990,1.6,2009
85198990,1.6,2010
85198990,1.6,2011
85198990,1.6,2012
85198990,1.6,2013
85198990,1.6,2014
85437051,33.33,2007
85437055,33.33,2007
85437059,33.33,2007
85438051,33.33,1995
85438951,33.33,1996
85438951,33.33,1997
85438951,33.33,1998
85438951,33.33,1999
85438951,33.33,2000
85438951,33.33,2001
85438951,33.33,2002
85438951,33.33,2003
85438951,33.33,2004
85438951,33.33,2005
85438951,33.33,2006
85438955,33.33,1996
85438955,33.33,1997
85438955,33.33,1998
85438955,33.33,1999
85438955,33.33,2000
85438955,33.33,2001
85438955,33.33,2002
85438955,33.33,2003
85438955,33.33,2004
85438955,33.33,2005
85438955,33.33,2006
85438959,33.33,1996
85438959,33.33,1997
85438959,33.33,1998
85438959,33.33,1999
85438959,33.33,2000
85438959,33.33,2001
85438959,33.33,2002
85438959,33.33,2003
85438959,33.33,2004
85438959,33.33,2005
85438959,33.33,2006
84705000,8.0,2015
84709000,8.0,2015
85198155,1.6,2015
85198161,1.6,2015
85198165,1.6,2015
85198175,1.6,2015
85198181,1.6,2015
85198185,1.6,2015
85198990,1.6,2015
63011000,1.2477681778069654,
84131100,32.03545225726985,
84131900,4.191957127232671,
84132000,0.09457430566436409,
84133020,2.1623867585895127,
84133080,1.2320789686625897,
84134000,787.688686717813,
84135040,1.855992760860174,
84135061,15.680445213052886,
84135069,5.244643235023544,
84135080,5.69784768933193,
84136031,5.108502913665125,
84136039,4.180195202306209,
84136061,4.243736751433898,
84136069,2.5629538461538464,
84136070,48.67087807495278,
84136080,6.282783883760686,
84137021,9.191237702069104,
84137029,16.029121735208495,
84137030,3.695843222593547,
84137035,1.1484382988926507,
84137045,15.144035042514815,
84137051,13.37690315222942,
84137059,19.802672704342797,
84137065,36.693382486052364,
84137075,33.70675278794107,
84137081,16.203908527566142,
84137089,19.679009244942243,
84138100,2.517450402424693,
84138200,7.3837194523667895,
84141010,7.835484328464048,
84141015,3.716625049079381,
84141020,10.96452653180885,
84141025,16.528696446932912,
84141081,6.231786573696875,
84141089,2.123641195957493,
84142020,0.3823449866492208,
84142080,0.6147741667354256,
84143020,8.068444107073933,
84143081,15.075348965321865,
84143089,8.344417417304697,
84144010,31.567796610169488,
84144090,137.2407636313693,
84146000,9.54913175248383,
84148011,8.100186723706768,
84148019,16.732210872754017,
84148022,13.328350863795482,
84148028,43.21651207205994,
84148051,14.559375265575198,
84148059,329.9577065559048,
84148073,15.072423537849732,
84148075,401.3940340909091,
84148078,106.65785378865765,
84148080,5.058938427951022,
84181020,79.44372306556237,
84181080,58.210753949112636,
84182110,69.02887139107611,
84182151,33.653184482936844,
84182159,41.91176775660414,
84182191,37.621583483125306,
84182199,56.412014812782886,
84182900,30.882352941176467,
84183020,41.87866792761152,
84183080,58.113941429818375,
84184020,45.10009112938425,
84184080,72.78655074284377,
84185011,115.56049124640712,
84185019,112.93220660843143,
84185090,66.05046778918364,
84211200,24.742905982905985,
84221100,42.31282351402526,
84221900,67.02175737620247,
84231010,0.8161079058703157,
84231090,1.6978980749566588,
84251100,61.890127542197305,
84254100,459.31174089068827,
84254200,14.971990162771199,
84254900,7.093425011273654,
84269110,1564.732183495386,
84271010,1806.446937192864,
84271090,691.3326317803502,
84279000,87.6800749317366,
84291100,15712.982456140351,
84291900,8600.0,
84292000,10267.6375,
84293000,1818.75,
84294010,4185.382838283828,
84294030,5317.567375886525,
84294090,1705.2128650021161,
84295110,9288.3,
84295191,11054.604718066743,
84295199,7825.936251261945,
84295210,11173.439520099662,
84295290,11860.555891238671,
84295900,7402.708317090602,
84301000,2450.3389830508477,
84302000,124.01671590172201,
84306100,143.82488830772584,
84321000,589.9586983729662,
84322100,1198.7627688172042,
84322910,83.46883468834689,
84322930,692.7580863658034,
84322950,46.51518924302789,
84322990,149.76396538158932,
84323100,781.0178044669196,
84323911,1452.2,
84323919,696.0521084332147,
84323990,108.19013322513018,
84324010,62.66536991021579,
84324090,187.6496123772588,
84324100,766.1135378649635,
84324200,68.58535608765206,
84331110,13.201639141591562,
84331151,199.41207910208442,
84331159,32.685753708175234,
84331190,27.130172743039054,
84331910,12.803889789303081,
84331951,292.11012877376436,
84331959,43.22665638455111,
84331970,25.0,
84331990,10.293766407833008,
84332010,88.60247074424774,
84332050,537.2248110650228,
84332090,122.67485863636819,
84333000,530.9844221543829,
84334000,2097.009028458272,
84335100,8781.997533908754,
84335200,1088.6,
84335310,1353.5,
84335330,8210.57219251337,
84335390,996.8708333333334,
84335911,7658.823529411765,
84335919,802.6652452025586,
84335985,733.3113259145507,
84431200,157.4408732565191,
84431500,1360.0,
84431940,78.0,
84431970,169.09811186114632,
84433100,12.96965666369929,
84433120,20.011437060631636,
84433180,10.488481098637465,
84433210,8.426285924564596,
84433230,5.435258022941419,
84433280,12.197134332197626,
84433291,25.272225163478183,
84433293,15.628318584070795,
84433299,13.831615120274913,
84433900,6.496064918028754,
84433910,40.46562356694682,
84433931,49.86428571428571,
84433939,45.57818495599015,
84433990,4.734797831879121,
84501111,65.65240749267096,
84501119,60.39564750572376,
84501190,70.63158288730024,
84501200,65.57041578846523,
84501900,47.72002461813909,
84502000,224.9819498448536,
84513000,48.1136771852426,
84521011,8.331699666732014,
84521019,6.294827586206898,
84521090,7.086505077684229,
84571010,7307.121212121212,
84571090,4706.25,
84572000,610.5263157894736,
84573010,6500.0,
84573090,1186.6666666666667,
84581120,4408.899176954733,
84581141,3628.603603603604,
84581149,5611.11111111111,
84581180,2998.0119047619046,
84581900,826.5124378109452,
84589120,5070.764705882353,
84589180,4409.219190968955,
84589900,999.75,
84591000,274.7974333465977,
84592100,1458.0645161290322,
84592900,52.32105420784666,
84593100,5294.921875,
84593900,456.46833089369784,
84594010,4095.7499999999995,
84594090,557.9111111111113,
84595100,2694.142857142857,
84595900,1166.4958333333334,
84596110,2112.290318080357,
84596190,1530.0889535301299,
84596910,737.6299316115742,
84596990,235.3166531089076,
84597000,93.4864175296413,
84601100,1811.4285714285716,
84601900,197.4269454310623,
84602111,2875.0,
84602115,3200.0,
84602119,2309.4,
84602190,660.0,
84602910,1514.0,
84602990,105.31682447195921,
84603100,620.5839416058394,
84603900,9.453846153846154,
84604010,1400.0,
84604090,64.8698200310167,
84609000,31.60451851140651,
84609010,127.99785867237688,
84609090,24.442609669333624,
84612000,478.15,
84613010,2700.0,
84613090,316.6666666666667,
84614011,5801.305555555555,
84614019,1230.4761904761906,
84614031,5635.714285714286,
84614039,1478.7404761904763,
84614071,7824.25,
84614079,2317.1841085271317,
84614090,573.4693877551022,
84615011,67.93584250986544,
84615019,132.4232081911263,
84615090,76.63414634146342,
84619000,99.41520467836256,
84672110,3.281952967689451,
84672191,5.346708349920043,
84672199,3.4967627004190796,
84672210,5.35899210880526,
84672230,5.567227956061954,
84672290,3.393405318258318,
84672920,2.346124083775198,
84672951,3.256081023924951,
84672953,3.5229454741880666,
84672959,2.5975223521331143,
84672970,3.745226416182165,
84672980,3.3293416086489582,
84672985,3.408415649867285,
84690010,4.9245283018867925,
84690091,4.3387772194304866,
84690099,4.507336757153339,
84701000,0.1584319970433004,
84702100,1.047734249111388,
84702900,0.21249076127124908,
84703000,0.19501913206040117,
84713000,2.9318142529728988,
84714100,5.839399001335561,
84714900,8.294712796900921,
84715000,6.276251207676912,
84716060,0.6987924806550013,
84716070,0.459561813317189,
84717020,1.0290298682734051,
84717030,0.5815534480255897,
84717050,0.6107721339690765,
84717070,0.52374423148194,
84717080,2.4311389919525053,
84717098,0.18868448103983737,
84718000,0.9076429466827345,
84719000,0.7299522413329961,
84721000,24.822060424605336,
84723000,29.891330620992346,
84729010,10.108737337295597,
84729040,2.6987715363441738,
84762100,79.76811036909011,
84762900,38.38326016049473,
84768100,118.63434712084347,
84768900,36.04651162790697,
84768910,52.843260188087775,
84768990,54.11433736307031,
84862010,30.807453416149073,
85023100,1686.1169724770639,
85023920,500.0,
85023980,156.8850267379679,
85081100,5.010305737901938,
85081900,6.909603587909842,
85086000,5.233249370277078,
85094000,1.8985456014543984,
85102000,0.5214403707399903,
85103000,0.41356019796223786,
85161011,6.7877286436097295,
85161080,5.8122851680374445,
85162100,12.91754986172905,
85162910,11.436114876261776,
85162950,4.711463641155651,
85162991,2.750729912845212,
85162999,4.004788867844911,
85163100,0.7314082254918277,
85163300,2.9334004784086622,
85164000,1.7115890263650753,
85165000,13.627047801850365,
85166010,40.12706728372086,
85166050,6.935861239969183,
85166070,3.5374667173830354,
85166080,33.64250910987193,
85166090,7.815748141812175,
85167100,2.3411956695116283,
85167200,1.6815925163551877,
85167920,3.3623781472337866,
85167970,1.700813773340371,
85171100,0.7022413721672122,
85171200,0.2951387187937332,
85176100,6.008972630721989,
85176910,1.3774411322397766,
85176930,0.6631318604201046,
85176931,0.3972039789530284,
85176939,0.765616124547819,
85182100,1.2373703040502066,
85182200,3.1630832951588506,
85182930,0.0665544985948397,
85182995,0.4278612712097648,
85184080,3.7833095061760558,
85185000,2.876023240302459,
85192010,10.888888888888891,
85192091,2.2269503546099294,
85192099,1.2978232189973615,
85193000,3.7666679088409687,
85195000,0.9935207835217349,
85198111,0.9212271380808298,
85198115,0.30798569276018006,
85198121,1.6030497043155272,
85198125,0.8298755186721992,
85198131,1.4831241519674356,
85198135,1.7851635834665058,
85198145,1.2299212139309648,
85198151,0.5247848693049044,
85198170,0.9869776922205866,
85198195,0.3329037266308053,
85198900,1.8132888510573275,
85198911,3.490118577075098,
85198915,0.7053571428571429,
85198919,1.0131065081219586,
85211020,2.0,
85211095,1.6976744186046508,
85219000,3.1320626686148003,
85256000,0.8609249884289514,
85258011,1.020291562975523,
85258019,0.5677336553220901,
85258030,0.6932826973685366,
85258091,0.8670984063364927,
85258099,0.8178953166444624,
85271210,0.7354890540269129,
85271290,0.4972910158529452,
85271310,2.5431193355381083,
85271391,2.0783248392651332,
85271399,0.8198373352688408,
85271900,0.4663063537183673,
85272120,1.8675681425971016,
85272152,1.675971671721123,
85272159,1.5150351887396034,
85272170,1.8966054763613989,
85272192,1.6888722681405608,
85272198,1.4664974619289342,
85272900,1.0101311225523384,
85279111,2.6538418646146984,
85279119,2.9955368853091393,
85279135,5.241228432806097,
85279191,3.6557377049180326,
85279199,4.752537080405933,
85279210,0.6172823211647155,
85279290,1.1402611633640762,
85279900,3.4275225846372397,
85284100,5.65530303030303,
85284200,5.403161735893416,
85284900,5.449912185882632,
85284910,3.3623695518723147,
85284980,6.439148862826762,
85285100,4.742571904378215,
85285210,5.50729336670084,
85285291,5.057254765447,
85285299,5.554008303330729,
85285900,2.7882333031756925,
85285920,3.3830092896904658,
85285931,4.939022581856772,
85286100,3.698691184056025,
85286200,4.922385142839685,
85286910,4.942215158693255,
85286920,3.656394873193346,
85286980,4.2280655394508315,
85286991,2.711011752831311,
85286999,5.2888845439436905,
85287210,7.976399891648401,
85287220,8.210239007476993,
85287240,11.09484910094584,
85287260,17.138152418677265,
85287280,9.585744998410153,
85287300,2.730570996528443,
85311030,0.3491165909641919,
85311095,0.15425430019849393,
85392130,0.019845574670321435,
85392192,0.041841893512870626,
85392198,0.029154241753901113,
85393110,0.13341256276992586,
85393190,0.08947414529587977,
85393220,0.1341169226876789,
85393290,0.0908308726561524,
85393900,0.03986771705018762,
85393920,0.08222058716663033,
85393980,0.05502042598605986,
85394100,0.1262135771826473,
85394900,0.22732416423774626,
85395000,0.07530715598921589,
87011000,103.28750897343862,
87012010,7306.077758302253,
87013000,6650.0,
87019110,947.2504873294347,
87019190,827.9394409937888,
87019210,1096.6692813556149,
87019290,981.5304347826088,
87019310,3443.9997686791576,
87019390,3544.6907613933636,
87019410,5879.293714595264,
87019490,5287.517045454546,
87019510,8332.129294201479,
87019590,6425.784615384616,
87021011,10006.39216272213,
87021091,2280.7313218390805,
87022010,9320.9375,
87022090,2729.6,
87023010,4591.027472527473,
87023090,2150.5576923076924,
87024000,7424.0,
87029011,6193.643198906357,
87029031,1800.0,
87029090,4800.0,
87031011,310.0,
87031018,253.94889618822094,
87034010,1435.8967421712146,
87035000,1706.0,
87036010,1777.8085106382978,
87037000,1831.703703703704,
87038010,1130.9276909694195,
87041010,8048.891566265061,
87041090,4198.62468513854,
87042110,2040.0,
87042131,2104.072143637215,
87042191,1640.0,
87042210,6994.805194805194,
87042291,5458.093296930898,
87042310,8800.0,
87042391,9107.805800293685,
87043110,1766.666666666667,
87043131,1955.42726231386,
87043191,1227.7516015111694,
87043210,2125.0,
87043291,6674.636363636364,
87049000,2553.684210526316,
87051000,22467.33333333333,
87052000,12293.360995850622,
87053000,8787.5,
87054000,12409.574468085106,
87059030,20191.231964483908,
87059080,6260.358128529177,
87060011,4556.118143459916,
87060019,2222.142857142857,
87060091,317.30572519083967,
87060099,683.3333333333334,
87091110,103.98095238095236,
87091190,587.2769111094201,
87091910,135.7551486156616,
87091990,280.390921499819,
87116010,23.862009460210064,
87116090,14.75757043825053,
87119000,37.51011175324944,
87119010,27.342243186618916,
87119090,33.4275541748283,
90066100,0.6825938566552902,
90066900,0.7918575425755219,
90071000,1.3350877192982455,
90072000,12.383184523809522,
90085000,2.0203488372093017,
90214000,0.06589679050221997,
90251920,0.10627745809521547,
90261021,2.421216591509787,
90261029,0.6171587466338679,
90262020,0.12104941979576142,
90271010,0.8761303162722277,
90283011,0.9008827119917364,
90283019,1.6709788365567977,
90283090,0.9160088158685634,
90314910,10.405362776025237,
90321020,0.22123292214449236,
91011100,0.13810420590081607,
91011900,0.13945239007537405,
91019100,0.13709891275523733,
91021100,0.0950176679078723,
91021200,0.08529640848117698,
91021900,0.09995716121662143,
91022100,0.18005487589220937,
91029100,0.08402719425559545,
91029900,0.11762946917453457,
91031000,0.2245392907321794,
91039000,0.2757052584066802,
91051100,0.18104139577660688,
91051900,0.22767919517800722,
91052100,0.5914931833295075,
91052900,0.7098505563697742,
91059100,0.3389301129961609,
91059900,0.5302132468770857,
91070000,0.1856716149077646,
91081100,0.01880664496794656,
91081200,0.027234420821913036,
91081900,0.029038112522686024,
91089000,0.06140350877192983,
91091000,0.07638294441902285,
91099000,0.11037272810397818,
92059010,0.21149778888675252,
92071010,8.606271777003485,
92071030,31.887649184422187,
92071050,7.9724876329877326,
92079010,4.81384055038446,
84145100,2.004241170183065,2006
84145100,2.2074477045004177,2007
84145100,2.0005558770857674,2008
84145100,2.0024605177951473,2009
84145100,2.349190003783494,2010
84145100,2.21909798385368,2011
84145100,2.2234414102176485,2012
84145100,2.3849064470290875,2013
84145100,2.2131528687814743,2014
84145100,2.244198819912576,2015
84145100,2.1529236753307703,2016
84145100,2.1330703314930206,2017
84145100,2.1567630709666266,2018
84145915,0.8834860468779546,2017
84145915,0.5594504314232032,2018
84145920,0.9378077316316252,2006
84145920,0.8257127879712418,2007
84145920,0.9836234589263254,2008
84145920,1.0710384631810175,2009
84145920,0.9961195893421775,2010
84145920,1.1196038967036837,2011
84145920,1.172387681482716,2012
84145920,1.3579968240541271,2013
84145920,1.2850868146714651,2014
84145920,1.2297479949334507,2015
84145920,1.2539630586371229,2016
84145925,1.4797520749083275,2017
84145925,1.5706128531492705,2018
84145935,4.412829901256603,2017
84145935,3.5468208235215783,2018
84145940,2.0990466487718358,2006
84145940,2.3513768979992196,2007
84145940,2.3331710640584844,2008
84145940,3.2305923804620447,2009
84145940,4.019252027636535,2010
84145940,3.7441719905461115,2011
84145940,4.286783725505648,2012
84145940,4.420542234549792,2013
84145940,4.513179958240878,2014
84145940,4.692799883935175,2015
84145940,4.567655709039997,2016
84145980,1.177205086349662,2006
84145980,1.434154968578037,2007
84145980,1.2734559441134503,2008
84145980,1.4914293996335473,2009
84145980,1.6475829578567447,2010
84145980,1.8625172405811627,2011
84145980,1.6896117122480496,2012
84145980,1.9199305908847804,2013
84145980,2.0111191876602823,2014
84145980,2.023180190784548,2015
84145980,2.115439614155176,2016
84145995,1.8905811890329896,2017
84145995,1.9865262897439595,2018
85075000,0.06450082848407548,2012
85075000,0.0604231977049884,2013
85075000,0.05035986936529015,2014
85075000,0.06007665433696423,2015
85075000,0.06009208850543131,2016
85075000,0.05641590527385749,2017
85075000,0.048896782593315036,2018
85101000,0.34163138460872106,1993
85101000,0.3044430162044368,1994
85101000,0.34240752305133787,1995
85101000,0.3559883188785249,1996
85101000,0.33572647760494506,1997
85101000,0.35894941781863876,1998
85101000,0.345592287500737,1999
85101000,0.3610517160149313,2000
85101000,0.4045782521991131,2001
85101000,0.39972932014717455,2002
85101000,0.42069441744700686,2003
85101000,0.41476647187187027,2004
85101000,0.4217056831190703,2005
85101000,0.3520883752703653,2006
85101000,0.3576846286814176,2007
85101000,0.3406184766160362,2008
85101000,0.3985456430299712,2009
85101000,0.4334505305977672,2010
85101000,0.4087503621570523,2011
85101000,0.3894421614087582,2012
85101000,0.3728056240025863,2013
85101000,0.3586175029370832,2014
85101000,0.3552143967133767,2015
85101000,0.36133608113740145,2016
85101000,0.3595367380590089,2017
85101000,0.3497888156724231,2018
87032110,736.058652134031,1993
87032110,728.4132738036923,1994
87032110,706.6242370711124,1995
87032110,744.6691729868094,1996
87032110,805.358348556352,1997
87032110,846.5658954584404,1998
87032110,822.3354991350664,1999
87032110,826.086537499485,2000
87032110,825.914680535557,2001
87032110,830.0205995432366,2002
87032110,729.0745595675002,2003
87032110,685.407606261356,2004
87032110,611.2639218785557,2005
87032110,419.1155509084049,2006
87032110,409.776853564384,2007
87032110,477.7906175933382,2008
87032110,668.3931219241862,2009
87032110,658.9535133941986,2010
87032110,725.8294853397813,2011
87032110,822.9463711817499,2012
87032110,884.3027374946126,2013
87032110,906.2264888504585,2014
87032110,945.3660112644101,2015
87032110,948.7450956865466,2016
87032110,1014.7911636288507,2017
87032110,1032.900609231188,2018
87032210,1008.3415771730373,2000
87032210,1000.2970278827038,2001
87032210,1009.4610653191327,2002
87032210,1034.6003028360728,2003
87032210,1042.5015696316589,2004
87032210,1071.2714545306778,2005
87032210,1069.0327311487722,2006
87032210,1096.0034684350944,2007
87032210,1087.99578400083,2008
87032210,1096.2912016450719,2009
87032210,1118.5074053003746,2010
87032210,1141.1101100215556,2011
87032210,1114.479111154329,2012
87032210,1130.968635130436,2013
87032210,1141.6044062326475,2014
87032210,1151.737829059054,2015
87032210,1171.7635747045028,2016
87032210,1217.192453119406,2017
87032210,1234.4996618805887,2018
87032311,1176.0,1993
87032311,1313.482679027618,1994
87032311,1441.8461538461538,1995
87032311,1684.1567986933442,1996
87032311,2035.0,1997
87032311,1970.212765957447,1998
87032311,1595.0,1999
87032311,1704.4117647058827,2000
87032311,1956.5331047206976,2001
87032311,1849.57345971564,2002
87032311,2098.6080586080584,2003
87032311,1800.0,2004
87032311,2332.630076142132,2005
87032311,1646.0,2006
87032311,1526.5625,2007
87032311,1706.785411365564,2008
87032311,1486.4990999399959,2009
87032311,1965.2255089058526,2010
87032311,1774.2795477903394,2011
87032311,2007.9898477157358,2012
87032311,2083.4545454545455,2013
87032311,1837.9968602825745,2014
87032311,2169.996939556236,2015
87032311,2128.6926105793955,2016
87032311,2211.0046080339616,2017
87032311,2289.488372093023,2018
87032319,1126.8540794248481,1993
87032319,1154.8484061900135,1994
87032319,1167.6844898529464,1995
87032319,1181.8525910937346,1996
87032319,1235.1224083909167,1997
87032319,1263.4217070046052,1998
87032319,1258.5739002210325,1999
87032319,1267.7787173346546,2000
87032319,1272.6174060991054,2001
87032319,1284.963400531374,2002
87032319,1288.8651909273465,2003
87032319,1299.6405067338915,2004
87032319,1333.112654082082,2005
87032319,1282.0385636214323,2006
87032319,1314.3031280561001,2007
87032319,1319.4244651915428,2008
87032319,1331.0553685297748,2009
87032319,1391.9508498094983,2010
87032319,1422.7607984048786,2011
87032319,1419.5258320443263,2012
87032319,1448.8218936118362,2013
87032319,1467.5972373082502,2014
87032319,1484.274857135721,2015
87032319,1475.1089939193766,2016
87032319,1508.8776706751871,2017
87032319,1540.5226038084252,2018
87032410,1627.3805855161788,1993
87032410,1638.888888888889,1994
87032410,1655.2806696249586,1995
87032410,1704.1288219755668,1996
87032410,1679.7470560973004,1997
87032410,1710.113218439803,1998
87032410,1743.8297872340424,1999
87032410,1784.8753016894611,2000
87032410,1761.0837438423646,2001
87032410,1748.019246599592,2002
87032410,1835.2756804088194,2003
87032410,1781.1440263133704,2004
87032410,1882.626689787496,2005
87032410,1816.4010866830806,2006
87032410,1781.7531959057605,2007
87032410,1786.935393631232,2008
87032410,1855.9103641456586,2009
87032410,1981.2890374145277,2010
87032410,1951.925121753247,2011
87032410,1986.5034836777754,2012
87032410,1996.8669620953824,2013
87032410,2042.708116049202,2014
87032410,2035.75183816414,2015
87032410,2027.0894747909092,2016
87032410,2033.581004552748,2017
87032410,2075.449118477488,2018
87033110,832.564446401409,1993
87033110,820.6904724747737,1994
87033110,889.441733632901,1995
87033110,911.7503343751943,1996
87033110,929.802036199095,1997
87033110,853.3142438364378,1998
87033110,881.1037634332401,1999
87033110,944.9438202247189,2000
87033110,951.8510463172488,2001
87033110,1021.064406197476,2002
87033110,1046.335865993616,2003
87033110,1076.1363379568738,2004
87033110,1110.9082761825084,2005
87033110,1092.4204425936102,2006
87033110,1086.5576298636952,2007
87033110,1156.2468003605236,2008
87033110,1168.1228274382179,2009
87033110,1197.909426273599,2010
87033110,1211.9485817986836,2011
87033110,1190.898576186576,2012
87033110,1188.8888198272175,2013
87033110,1215.2831860153526,2014
87033110,1259.8099790806418,2015
87033110,1285.6429764479824,2016
87033110,1322.4673015094772,2017
87033110,1352.1321032377252,2018
87033211,2042.3423423423426,1993
87033211,2254.816498561287,1994
87033211,2272.549019607843,1995
87033211,2327.7229377458043,1996
87033211,2356.7010309278353,1997
87033211,2502.6666666666665,1998
87033211,2169.6361355081563,1999
87033211,2344.2844284428447,2000
87033211,2241.1353836285234,2001
87033211,2292.0096852300244,2002
87033211,2328.1621411250485,2003
87033211,2311.7647058823527,2004
87033211,2410.709570187205,2005
87033211,1962.970106075217,2006
87033211,1536.302294197031,2007
87033211,1943.9232409381661,2008
87033211,1965.9151748368745,2009
87033211,2443.865671641791,2010
87033211,2601.207784575525,2011
87033211,2641.5689513766847,2012
87033211,2651.884337349398,2013
87033211,2651.903361344537,2014
87033211,2623.8214285714284,2015
87033211,2692.9099756691,2016
87033211,2723.5854973972528,2017
87033211,2659.624566273421,2018
87033219,1154.8507819666506,1993
87033219,1171.0236500203005,1994
87033219,1195.3493278584076,1995
87033219,1209.8263106098593,1996
87033219,1266.9605276552697,1997
87033219,1329.4382093564996,1998
87033219,1288.4332980812812,1999
87033219,1322.1314532975232,2000
87033219,1348.6703960761056,2001
87033219,1346.3154781776002,2002
87033219,1393.6683732339866,2003
87033219,1409.2781942940035,2004
87033219,1460.9847338152688,2005
87033219,1421.6224178457114,2006
87033219,1468.1558543409983,2007
87033219,1469.5874142104058,2008
87033219,1460.380977256083,2009
87033219,1491.5511163057042,2010
87033219,1512.7949172994831,2011
87033219,1531.51633958151,2012
87033219,1523.9784844664432,2013
87033219,1524.359112362898,2014
87033219,1555.787984638047,2015
87033219,1581.4358069388377,2016
87033219,1608.6975171182903,2017
87033219,1638.54889699601,2018
87033311,2171.8063717909063,1993
87033311,1891.0569105691056,1994
87033311,1898.8095238095239,1995
87033311,2455.263157894737,1996
87033311,2732.692307692308,1997
87033311,2709.5238095238096,1998
87033311,2572.8221178925405,1999
87033311,2650.0,2000
87033311,2746.875,2001
87033311,2758.0706272278303,2002
87033311,2789.6833383291223,2003
87033311,2742.260590242923,2004
87033311,2774.476630460211,2005
87033311,2550.793650793651,2006
87033311,2579.1666666666665,2007
87033311,2733.083174782139,2008
87033311,2762.5,2009
87033311,2861.856524184477,2010
87033311,2951.555555555556,2011
87033311,3147.344714345288,2012
87033311,3025.5,2013
87033311,2975.8209503806775,2014
87033311,3089.5880699501363,2015
87033311,3114.4455162558056,2016
87033311,3075.0,2017
87033311,2889.0170236267795,2018
87033319,1760.5049316296795,1993
87033319,1803.903743315508,1994
87033319,1841.5850798778397,1995
87033319,1781.7341905141443,1996
87033319,1754.2270373918195,1997
87033319,1820.0473838522844,1998
87033319,1825.4088050314465,1999
87033319,1841.145010024898,2000
87033319,1828.761329305136,2001
87033319,1867.8606965174126,2002
87033319,1887.813774692719,2003
87033319,1902.4181353260808,2004
87033319,1968.1004133261333,2005
87033319,1961.9477503446742,2006
87033319,1960.1782920182345,2007
87033319,1947.6249663206784,2008
87033319,1995.4416863518513,2009
87033319,2033.170690699152,2010
87033319,2048.4225230913003,2011
87033319,2076.5850191063973,2012
87033319,2072.8537291307857,2013
87033319,2161.093744842866,2014
87033319,2170.444507148232,2015
87033319,2140.947772958726,2016
87033319,2127.980533534044,2017
87033319,2100.92106186968,2018
87039000,1245.434554973822,2017
87039000,1312.6703807059873,2018
