UNU_Key,Country,AverageWeight,Year
0901,,0.24,2005.0
0901,,0.24,2006.0
0901,,0.24,2007.0
0901,,0.24,2008.0
0902,,5.51,1993.0
0902,,5.51,1994.0
0902,,5.51,1995.0
0902,,5.51,1996.0
0902,,5.51,1997.0
0902,,5.51,1998.0
0902,,5.51,1999.0
0902,,5.51,2000.0
0902,,5.51,2001.0
0902,,5.51,2002.0
0902,,5.51,2003.0
0902,,5.51,2004.0
0902,,5.51,2005.0
0902,,5.51,2006.0
0902,,5.51,2007.0
0902,,5.51,2008.0
0001,,30.85,1993.0
0001,,30.85,1994.0
0001,,30.85,1995.0
0001,,30.85,1996.0
0001,,30.85,1997.0
0001,,30.85,1998.0
0001,,30.85,1999.0
0001,,30.85,2000.0
0001,,30.85,2001.0
0001,,30.85,2002.0
0001,,30.85,2003.0
0001,,30.85,2004.0
0001,,30.85,2005.0
0001,,30.85,2006.0
0001,,30.85,2007.0
0001,,30.85,2008.0
0101,,124.61,1993.0
0101,,124.61,1994.0
0101,,124.61,1995.0
0101,,124.61,1996.0
0101,,124.61,1997.0
0101,,124.61,1998.0
0101,,124.61,1999.0
0101,,124.61,2000.0
0101,,124.61,2001.0
0101,,124.61,2002.0
0101,,124.61,2003.0
0101,,124.61,2004.0
0101,,124.61,2005.0
0101,,124.61,2006.0
0101,,124.61,2007.0
0101,,124.61,2008.0
0102,,49.35,1993.0
0102,,49.35,1994.0
0102,,49.35,1995.0
0102,,49.35,1996.0
0102,,48.91,1997.0
0102,,48.48,1998.0
0102,,48.05,1999.0
0102,,47.62,2000.0
0102,,47.18,2001.0
0102,,46.75,2002.0
0102,,46.32,2003.0
0102,,45.89,2004.0
0102,,45.46,2005.0
0102,,45.02,2006.0
0102,,44.59,2007.0
0102,,44.16,2008.0
0103,,41.86,1993.0
0103,,41.86,1994.0
0103,,41.86,1995.0
0103,,41.86,1996.0
0103,,42.27,1997.0
0103,,42.68,1998.0
0103,,43.1,1999.0
0103,,43.51,2000.0
0103,,43.93,2001.0
0103,,44.34,2002.0
0103,,44.76,2003.0
0103,,45.17,2004.0
0103,,45.58,2005.0
1001,,44.0,2006.0
1001,,44.0,2007.0
1001,,44.0,2008.0
1002,,92.22,1993.0
1002,,92.22,1994.0
1002,,92.22,1995.0
1002,,92.22,1996.0
1002,,92.22,1997.0
1002,,92.22,1998.0
1002,,92.22,1999.0
1002,,92.22,2000.0
1002,,92.22,2001.0
1002,,92.22,2002.0
1002,,92.22,2003.0
1002,,92.22,2004.0
1002,,92.22,2005.0
1002,,92.22,2006.0
1002,,92.22,2007.0
1002,,92.22,2008.0
0001,,30.85,2009.0
0101,,124.61,2009.0
0102,,43.73,2009.0
0103,,47.24,2009.0
0104,,72.31,2009.0
0105,,45.42,2009.0
0106,,12.14,2009.0
0108,,40.27,2009.0
0001,,30.85,2013.0
1001,,44.0,2013.0
1002,,92.22,2013.0
0101,,124.61,2013.0
0102,,43.3,2013.0
0103,,47.66,2013.0
0104,,72.54,2013.0
0105,,45.98,2013.0
0106,,12.14,2013.0
0108,,40.79,2013.0
0109,,44.09,2013.0
0111,,26.7,2013.0
0201,,0.99,2013.0
0202,,3.27,2013.0
0203,,1.89,2013.0
0204,,5.88,2013.0
0205,,0.55,2013.0
0301,,0.4,2013.0
0302,,8.77,2013.0
0303,,1.21,2013.0
0304,,10.32,2013.0
0305,,0.45,2013.0
0306,,0.09,2013.0
0307,,40.0,2013.0
0308,,22.0,2013.0
0309,,5.5,2013.0
0401,,0.39,2013.0
0402,,0.23,2013.0
0403,,3.73,2013.0
0404,,3.51,2013.0
0405,,2.14,2013.0
0406,,0.29,2013.0
0407,,33.2,2013.0
0408,,10.4,2013.0
0501,,0.09,2013.0
0502,,0.08,2013.0
0505,,0.08,2013.0
0504,,0.07,2013.0
0503,,0.11,2013.0
0506,,0.45,2013.0
0507,,2.67,2013.0
0701,,0.45,2013.0
0702,,0.48,2013.0
0703,,7.37,2013.0
0801,,0.18,2013.0
0802,,67.04,2013.0
0901,,0.24,2013.0
0902,,5.51,2013.0
0112,,41.7,2013.0
0113,,110.1,2013.0
0114,,22.9,2013.0
0002,,17.0,2013.0
0001,,30.85,2014.0
1001,,44.0,2014.0
1002,,92.22,2014.0
0101,,124.61,2014.0
0102,,43.3,2014.0
0103,,47.66,2014.0
0104,,72.54,2014.0
0105,,45.98,2014.0
0106,,12.14,2014.0
0108,,40.79,2014.0
0109,,44.09,2014.0
0111,,26.7,2014.0
0201,,0.99,2014.0
0202,,3.27,2014.0
0203,,1.89,2014.0
0204,,5.88,2014.0
0205,,0.55,2014.0
0301,,0.4,2014.0
0302,,8.77,2014.0
0303,,1.16,2014.0
0304,,10.32,2014.0
0305,,0.45,2014.0
0306,,0.09,2014.0
0307,,40.0,2014.0
0308,,22.0,2014.0
0309,,5.5,2014.0
0401,,0.39,2014.0
0402,,0.23,2014.0
0403,,3.73,2014.0
0404,,3.51,2014.0
0405,,2.14,2014.0
0406,,0.29,2014.0
0407,,33.2,2014.0
0408,,10.2,2014.0
0501,,0.09,2014.0
0502,,0.08,2014.0
0505,,0.08,2014.0
0504,,0.07,2014.0
0503,,0.11,2014.0
0506,,0.45,2014.0
0507,,2.67,2014.0
0701,,0.45,2014.0
0602,,23.17,1993.0
0602,,23.17,1994.0
0602,,23.17,1995.0
0602,,23.17,1996.0
0602,,23.17,1997.0
0602,,23.17,1998.0
0602,,23.17,1999.0
0602,,23.17,2000.0
0602,,23.17,2001.0
0602,,23.17,2002.0
0602,,23.17,2003.0
0602,,23.17,2004.0
0602,,23.17,2005.0
0602,,23.17,2006.0
0602,,23.17,2007.0
0602,,23.17,2008.0
0602,,23.17,2009.0
0602,,23.17,2010.0
0602,,23.17,2011.0
0602,,23.17,2012.0
0602,,23.17,2013.0
0602,,23.17,2014.0
0601,,2.6,1993.0
0601,,2.6,1994.0
0601,,2.6,1995.0
0601,,2.6,1996.0
0601,,2.59,1997.0
0601,,2.58,1998.0
0601,,2.57,1999.0
0601,,2.56,2000.0
0601,,2.56,2001.0
0601,,2.55,2002.0
0601,,2.54,2003.0
0601,,2.53,2004.0
0601,,2.52,2005.0
0601,,2.52,2006.0
0601,,2.51,2007.0
0601,,2.5,2008.0
0601,,2.49,2009.0
0601,,2.49,2010.0
0601,,2.49,2011.0
0601,,2.49,2012.0
0601,,2.49,2013.0
0601,,2.49,2014.0
0702,,0.48,2015.0
0703,,7.37,2015.0
0801,,0.18,2015.0
0802,,67.04,2015.0
0901,,0.24,2015.0
0902,,5.51,2015.0
0112,,41.7,2015.0
0113,,110.1,2015.0
0114,,22.9,2015.0
0002,,17.0,2015.0
0001,,30.85,2015.0
1001,,44.0,2015.0
1002,,92.22,2015.0
0101,,124.61,2015.0
0102,,43.3,2015.0
0103,,47.66,2015.0
0104,,72.54,2015.0
0105,,45.98,2015.0
0106,,12.14,2015.0
0108,,40.79,2015.0
0109,,44.09,2015.0
0111,,26.7,2015.0
0201,,0.99,2015.0
0202,,3.27,2015.0
0203,,1.89,2015.0
0204,,5.88,2015.0
0205,,0.55,2015.0
0301,,0.4,2015.0
0302,,8.77,2015.0
0303,,1.09,2015.0
0304,,10.32,2015.0
0305,,0.45,2015.0
0306,,0.09,2015.0
0307,,40.0,2015.0
0308,,22.0,2015.0
0309,,5.5,2015.0
0401,,0.39,2015.0
0402,,0.23,2015.0
0403,,3.73,2015.0
0404,,3.51,2015.0
0405,,2.14,2015.0
0406,,0.29,2015.0
0407,,33.2,2015.0
0408,,10.2,2015.0
0501,,0.09,2015.0
0502,,0.08,2015.0
0505,,0.08,2015.0
0504,,0.07,2015.0
0503,,0.11,2015.0
0506,,0.45,2015.0
0507,,2.67,2015.0
0701,,0.45,2015.0
0602,,23.17,2015.0
0601,,2.49,2015.0
0001,,30.85,2016.0
0002,,17.0,2016.0
0101,,124.61,2016.0
0102,,43.3,2016.0
0103,,47.66,2016.0
0104,,72.54,2016.0
0105,,45.98,2016.0
0106,,12.14,2016.0
0108,,40.79,2016.0
0109,,44.09,2016.0
0111,,26.7,2016.0
0112,,41.7,2016.0
0113,,110.1,2016.0
0114,,22.9,2016.0
0201,,0.99,2016.0
0202,,3.27,2016.0
0203,,1.89,2016.0
0204,,5.88,2016.0
0205,,0.55,2016.0
0301,,0.4,2016.0
0302,,8.77,2016.0
0303,,1.05,2016.0
0304,,10.32,2016.0
0305,,0.45,2016.0
0306,,0.09,2016.0
0307,,40.0,2016.0
0308,,22.0,2016.0
0309,,5.5,2016.0
0401,,0.39,2016.0
0402,,0.23,2016.0
0403,,3.73,2016.0
0404,,3.51,2016.0
0405,,2.14,2016.0
0406,,0.29,2016.0
0407,,33.2,2016.0
0408,,10.2,2016.0
0501,,0.09,2016.0
0502,,0.08,2016.0
0503,,0.11,2016.0
0504,,0.07,2016.0
0505,,0.08,2016.0
0506,,0.45,2016.0
0507,,2.67,2016.0
0601,,2.49,2016.0
0602,,23.17,2016.0
0701,,0.45,2016.0
0702,,0.48,2016.0
0703,,7.37,2016.0
0801,,0.18,2016.0
0802,,67.04,2016.0
0901,,0.24,2016.0
0902,,5.51,2016.0
1001,,44.0,2016.0
1002,,92.22,2016.0
0001,,30.85,2017.0
0002,,17.0,2017.0
0101,,124.61,2017.0
0102,,43.3,2017.0
0103,,47.66,2017.0
0104,,72.54,2017.0
0105,,45.98,2017.0
0106,,12.14,2017.0
0108,,40.79,2017.0
0109,,44.09,2017.0
0111,,26.7,2017.0
0112,,41.7,2017.0
0113,,110.1,2017.0
0114,,22.9,2017.0
0201,,0.99,2017.0
0202,,3.27,2017.0
0203,,1.89,2017.0
0204,,5.88,2017.0
0205,,0.55,2017.0
0301,,0.4,2017.0
0302,,8.77,2017.0
0303,,0.99,2017.0
0304,,10.32,2017.0
0305,,0.45,2017.0
0306,,0.09,2017.0
0307,,40.0,2017.0
0308,,22.0,2017.0
0309,,5.5,2017.0
0401,,0.39,2017.0
0402,,0.23,2017.0
0403,,3.73,2017.0
0404,,3.51,2017.0
0405,,2.14,2017.0
0406,,0.29,2017.0
0407,,33.2,2017.0
0408,,10.2,2017.0
0501,,0.09,2017.0
0502,,0.08,2017.0
0503,,0.11,2017.0
0504,,0.07,2017.0
0505,,0.08,2017.0
0506,,0.45,2017.0
0507,,2.67,2017.0
0601,,2.49,2017.0
0602,,23.17,2017.0
0701,,0.45,2017.0
0702,,0.48,2017.0
0703,,7.37,2017.0
0801,,0.18,2017.0
0802,,67.04,2017.0
0901,,0.24,2017.0
0902,,5.51,2017.0
1001,,44.0,2017.0
1002,,92.22,2017.0
0001,,30.85,2018.0
0002,,17.0,2018.0
0101,,124.61,2018.0
0102,,43.3,2018.0
0103,,47.66,2018.0
0104,,72.54,2018.0
0105,,45.98,2018.0
0106,,12.14,2018.0
0108,,40.79,2018.0
0109,,44.09,2018.0
0111,,26.7,2018.0
0112,,41.7,2018.0
0113,,110.1,2018.0
0114,,22.9,2018.0
0201,,0.99,2018.0
0202,,3.27,2018.0
0203,,1.89,2018.0
0204,,5.88,2018.0
0205,,0.55,2018.0
0301,,0.4,2018.0
0302,,8.77,2018.0
0303,,0.98,2018.0
0304,,10.32,2018.0
0305,,0.45,2018.0
0306,,0.09,2018.0
0307,,40.0,2018.0
0308,,22.0,2018.0
0309,,5.5,2018.0
0401,,0.39,2018.0
0402,,0.23,2018.0
0403,,3.73,2018.0
0404,,3.51,2018.0
0405,,2.14,2018.0
0406,,0.29,2018.0
0407,,33.2,2018.0
0408,,10.2,2018.0
0501,,0.09,2018.0
0502,,0.08,2018.0
0503,,0.11,2018.0
0504,,0.07,2018.0
0505,,0.08,2018.0
0506,,0.45,2018.0
0507,,2.67,2018.0
0601,,2.49,2018.0
0602,,23.17,2018.0
0701,,0.45,2018.0
0702,,0.48,2018.0
0703,,7.37,2018.0
0801,,0.18,2018.0
0802,,67.04,2018.0
0901,,0.24,2018.0
0902,,5.51,2018.0
1001,,44.0,2018.0
1002,,92.22,2018.0
0001,,30.85,2019.0
0002,,17.0,2019.0
0101,,124.61,2019.0
0102,,43.3,2019.0
0103,,47.66,2019.0
0104,,72.54,2019.0
0105,,45.98,2019.0
0106,,12.14,2019.0
0108,,40.79,2019.0
0109,,44.09,2019.0
0111,,26.7,2019.0
0112,,41.7,2019.0
0113,,110.1,2019.0
0114,,22.9,2019.0
0201,,0.99,2019.0
0202,,3.27,2019.0
0203,,1.89,2019.0
0204,,5.88,2019.0
0205,,0.55,2019.0
0301,,0.4,2019.0
0302,,8.77,2019.0
0303,,0.97,2019.0
0304,,10.32,2019.0
0305,,0.45,2019.0
0306,,0.09,2019.0
0307,,40.0,2019.0
0308,,22.0,2019.0
0309,,5.5,2019.0
0401,,0.39,2019.0
0402,,0.23,2019.0
0403,,3.73,2019.0
0404,,3.51,2019.0
0405,,2.14,2019.0
0406,,0.29,2019.0
0407,,33.2,2019.0
0408,,10.2,2019.0
0501,,0.09,2019.0
0502,,0.08,2019.0
0503,,0.11,2019.0
0504,,0.07,2019.0
0505,,0.08,2019.0
0506,,0.45,2019.0
0507,,2.67,2019.0
0601,,2.49,2019.0
0602,,23.17,2019.0
0701,,0.45,2019.0
0702,,0.48,2019.0
0703,,7.37,2019.0
0801,,0.18,2019.0
0802,,67.04,2019.0
0901,,0.24,2019.0
0902,,5.51,2019.0
1001,,44.0,2019.0
1002,,92.22,2019.0
0001,,30.85,2020.0
0002,,17.0,2020.0
0101,,124.61,2020.0
0102,,43.3,2020.0
0103,,47.66,2020.0
0104,,72.54,2020.0
0105,,45.98,2020.0
0106,,12.14,2020.0
0108,,40.79,2020.0
0109,,44.09,2020.0
0111,,26.7,2020.0
0112,,41.7,2020.0
0113,,110.1,2020.0
0114,,22.9,2020.0
0201,,0.99,2020.0
0202,,3.27,2020.0
0203,,1.89,2020.0
0204,,5.88,2020.0
0205,,0.55,2020.0
0301,,0.4,2020.0
0302,,8.77,2020.0
0303,,0.85,2020.0
0304,,10.32,2020.0
0305,,0.45,2020.0
0306,,0.09,2020.0
0307,,40.0,2020.0
0308,,22.0,2020.0
0309,,5.5,2020.0
0401,,0.39,2020.0
0402,,0.23,2020.0
0403,,3.73,2020.0
0404,,3.51,2020.0
0405,,2.14,2020.0
0406,,0.29,2020.0
0407,,33.2,2020.0
0408,,10.2,2020.0
0501,,0.09,2020.0
0502,,0.08,2020.0
0503,,0.11,2020.0
0504,,0.07,2020.0
0505,,0.08,2020.0
0506,,0.45,2020.0
0507,,2.67,2020.0
0601,,2.49,2020.0
0602,,23.17,2020.0
0701,,0.45,2020.0
0702,,0.48,2020.0
0703,,7.37,2020.0
0801,,0.18,2020.0
0802,,67.04,2020.0
0901,,0.24,2020.0
0902,,5.51,2020.0
1001,,44.0,2020.0
1002,,92.22,2020.0
0001,,30.85,2021.0
0002,,17.0,2021.0
0101,,124.61,2021.0
0102,,43.3,2021.0
0103,,47.66,2021.0
0104,,72.54,2021.0
0105,,45.98,2021.0
0106,,12.14,2021.0
0108,,40.79,2021.0
0109,,44.09,2021.0
0111,,26.7,2021.0
0112,,41.7,2021.0
0113,,110.1,2021.0
0114,,22.9,2021.0
0201,,0.99,2021.0
0202,,3.27,2021.0
0203,,1.89,2021.0
0204,,5.88,2021.0
0205,,0.55,2021.0
0301,,0.4,2021.0
0302,,8.77,2021.0
0303,,0.82,2021.0
0304,,10.32,2021.0
0305,,0.45,2021.0
0306,,0.09,2021.0
0307,,40.0,2021.0
0308,,22.0,2021.0
0309,,5.5,2021.0
0401,,0.39,2021.0
0402,,0.23,2021.0
0403,,3.73,2021.0
0404,,3.51,2021.0
0405,,2.14,2021.0
0406,,0.29,2021.0
0407,,33.2,2021.0
0408,,10.2,2021.0
0501,,0.09,2021.0
0502,,0.08,2021.0
0503,,0.11,2021.0
0504,,0.07,2021.0
0505,,0.08,2021.0
0506,,0.45,2021.0
0507,,2.67,2021.0
0601,,2.49,2021.0
0602,,23.17,2021.0
0701,,0.45,2021.0
0702,,0.48,2021.0
0703,,7.37,2021.0
0801,,0.18,2021.0
0802,,67.04,2021.0
0901,,0.24,2021.0
0902,,5.51,2021.0
1001,,44.0,2021.0
1002,,92.22,2021.0
0303,,4.86,1992.0
0303,,4.96,1991.0
0303,,5.0,1990.0
0303,,5.0,1989.0
0303,,5.0,1988.0
0303,,5.0,1987.0
0303,,5.0,1986.0
0303,,5.0,1985.0
0303,,5.0,1984.0
0303,,5.0,1983.0
0303,,5.0,1982.0
0303,,5.0,1981.0
0303,,5.0,1980.0
0303,AUT,1.48,2012.0
0303,AUT,1.31,2013.0
0303,AUT,1.33,2014.0
0303,AUT,1.19,2015.0
0303,AUT,1.1,2016.0
0303,BEL,1.54,2012.0
0303,BEL,1.3,2013.0
0303,BEL,1.31,2014.0
0303,BEL,1.2,2015.0
0303,BEL,1.13,2016.0
0303,BGR,2.01,2012.0
0303,BGR,1.51,2013.0
0303,BGR,1.36,2014.0
0303,BGR,1.18,2015.0
0303,BGR,1.21,2016.0
0303,CHE,1.49,2012.0
0303,CHE,1.34,2013.0
0303,CHE,1.36,2014.0
0303,CHE,1.22,2015.0
0303,CHE,1.16,2016.0
0303,CZE,1.77,2012.0
0303,CZE,1.35,2013.0
0303,CZE,1.27,2014.0
0303,CZE,1.09,2015.0
0303,CZE,1.05,2016.0
0303,DEU,1.49,2012.0
0303,DEU,1.25,2013.0
0303,DEU,1.33,2014.0
0303,DEU,1.18,2015.0
0303,DEU,1.11,2016.0
0303,ESP,1.4,2012.0
0303,ESP,1.05,2013.0
0303,ESP,1.23,2014.0
0303,ESP,1.09,2015.0
0303,ESP,1.0,2016.0
0303,FRA,1.58,2012.0
0303,FRA,1.32,2013.0
0303,FRA,1.34,2014.0
0303,FRA,1.18,2015.0
0303,FRA,1.12,2016.0
0303,GBR,1.3,2012.0
0303,GBR,1.07,2013.0
0303,GBR,1.18,2014.0
0303,GBR,1.08,2015.0
0303,GBR,1.02,2016.0
0303,GRC,1.7,2012.0
0303,GRC,1.32,2013.0
0303,GRC,1.22,2014.0
0303,GRC,1.12,2015.0
0303,GRC,1.04,2016.0
0303,HUN,1.62,2012.0
0303,HUN,1.34,2013.0
0303,HUN,1.41,2014.0
0303,HUN,1.34,2015.0
0303,HUN,1.37,2016.0
0303,ITA,1.42,2012.0
0303,ITA,1.12,2013.0
0303,ITA,1.19,2014.0
0303,ITA,1.04,2015.0
0303,ITA,0.97,2016.0
0303,LTU,1.77,2012.0
0303,LTU,1.48,2013.0
0303,LTU,1.55,2014.0
0303,LTU,1.38,2015.0
0303,LTU,1.31,2016.0
0303,NLD,1.36,2012.0
0303,NLD,1.26,2013.0
0303,NLD,1.33,2014.0
0303,NLD,1.17,2015.0
0303,NLD,1.1,2016.0
0303,POL,1.74,2012.0
0303,POL,1.35,2013.0
0303,POL,1.38,2014.0
0303,POL,1.29,2015.0
0303,POL,1.29,2016.0
0303,ROU,1.78,2012.0
0303,ROU,1.2,2013.0
0303,ROU,1.06,2014.0
0303,ROU,0.99,2015.0
0303,ROU,0.96,2016.0
BEV,,1130.9276909694195,
Buses,,3704.857142857143,
Electric bikes,,33.601542455479816,
HEV,,1510.037037037037,
Industrial machines,,202.80593254309107,
Industrial pumps,,9.283749377266346,
Industrial robots,,30.807453416149073,
NRMM,,3784.75,
PHEV,,1800.7483277591973,
Trucks,,3475.0,
Wind turbines,,1035.7559579824745,
special,,3778.8,
Cars,,1127.5336020584032,1993.0
Cars,,1158.066534822614,1994.0
Cars,,1175.9698531577433,1995.0
Cars,,1209.8263106098593,1996.0
Cars,,1245.1726159229702,1997.0
Cars,,1316.7344198319984,1998.0
Cars,,1283.0033374871994,1999.0
Cars,,1267.7787173346546,2000.0
Cars,,1263.9695184022735,2001.0
Cars,,1269.6595954612728,2002.0
Cars,,1288.8651909273465,2003.0
Cars,,1284.8191877331265,2004.0
Cars,,1321.3923957253746,2005.0
Cars,,1079.2268749017387,2006.0
Cars,,1101.8459514330596,2007.0
Cars,,1155.2125915035476,2008.0
Cars,,1308.955920230316,2009.0
Cars,,1389.6756574583155,2010.0
Cars,,1387.0102026231334,2011.0
Cars,,1394.4765652613542,2012.0
Cars,,1394.9140163536815,2013.0
Cars,,1434.287916731883,2014.0
Cars,,1457.160901498796,2015.0
Cars,,1437.1419339019317,2016.0
Cars,,1401.217741935484,2017.0
Cars,,1451.977712050044,2018.0
Fans,,2.004241170183065,2006.0
Fans,,2.2074477045004177,2007.0
Fans,,2.0005558770857674,2008.0
Fans,,2.0024605177951473,2009.0
Fans,,2.349190003783494,2010.0
Fans,,2.21909798385368,2011.0
Fans,,2.2234414102176485,2012.0
Fans,,2.3849064470290875,2013.0
Fans,,2.2131528687814743,2014.0
Fans,,2.244198819912576,2015.0
Fans,,2.1529236753307703,2016.0
Fans,,2.1330703314930206,2017.0
Fans,,2.1567630709666266,2018.0
Motorhomes,,1776.3610038610038,1993.0
Motorhomes,,1927.6041666666665,1994.0
Motorhomes,,1902.0833333333335,1995.0
Motorhomes,,2312.309074573225,1996.0
Motorhomes,,2310.448952444297,1997.0
Motorhomes,,2341.428571428572,1998.0
Motorhomes,,2168.6507936507933,1999.0
Motorhomes,,2344.2844284428447,2000.0
Motorhomes,,2386.3265195760328,2001.0
Motorhomes,,2423.015873015873,2002.0
Motorhomes,,2502.428223844282,2003.0
Motorhomes,,2325.0,2004.0
Motorhomes,,2476.589417555373,2005.0
Motorhomes,,2100.0,2006.0
Motorhomes,,2034.1188524590164,2007.0
Motorhomes,,2206.25,2008.0
Motorhomes,,2180.551948051948,2009.0
Motorhomes,,2558.5,2010.0
Motorhomes,,2583.8318682515483,2011.0
Motorhomes,,2594.629261363636,2012.0
Motorhomes,,2563.8034682080925,2013.0
Motorhomes,,2474.6132044560945,2014.0
Motorhomes,,2630.988427779743,2015.0
Motorhomes,,2651.288778446247,2016.0
Motorhomes,,2740.8227958236653,2017.0
Motorhomes,,2560.6666666666665,2018.0
NiMH batteries,,0.06450082848407548,2012.0
NiMH batteries,,0.0604231977049884,2013.0
NiMH batteries,,0.05035986936529015,2014.0
NiMH batteries,,0.06007665433696423,2015.0
NiMH batteries,,0.06009208850543131,2016.0
NiMH batteries,,0.05641590527385749,2017.0
NiMH batteries,,0.048896782593315036,2018.0
Shavers,,0.34163138460872106,1993.0
Shavers,,0.3044430162044368,1994.0
Shavers,,0.34240752305133787,1995.0
Shavers,,0.3559883188785249,1996.0
Shavers,,0.33572647760494506,1997.0
Shavers,,0.35894941781863876,1998.0
Shavers,,0.345592287500737,1999.0
Shavers,,0.3610517160149313,2000.0
Shavers,,0.4045782521991131,2001.0
Shavers,,0.39972932014717455,2002.0
Shavers,,0.42069441744700686,2003.0
Shavers,,0.41476647187187027,2004.0
Shavers,,0.4217056831190703,2005.0
Shavers,,0.3520883752703653,2006.0
Shavers,,0.3576846286814176,2007.0
Shavers,,0.3406184766160362,2008.0
Shavers,,0.3985456430299712,2009.0
Shavers,,0.4334505305977672,2010.0
Shavers,,0.4087503621570523,2011.0
Shavers,,0.3894421614087582,2012.0
Shavers,,0.3728056240025863,2013.0
Shavers,,0.3586175029370832,2014.0
Shavers,,0.3552143967133767,2015.0
Shavers,,0.36133608113740145,2016.0
Shavers,,0.3595367380590089,2017.0
Shavers,,0.3497888156724231,2018.0
Headphones + earphones,,0.0855,
Laptops,,1.81,
MRIs,,16000.0,
Tablets,,0.5,
